time,x,y,z,velocity_x,velocity_y,velocity_z,speed,roll,pitch,yaw,state,target_waypoint,obstacle_avoiding
0.0,0.08607052708068444,-0.04565875002451426,0.8444668478178108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAVIGATE,-1,0
0.1159380613856637,0.005785184014740596,-0.04094430500628768,0.9279753610055077,-0.6924847811529089,0.040663479808793326,0.7202855748114411,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
0.2535159686432559,-0.06691880057225444,0.06264193139584384,0.9819355576192558,-0.5284568288342161,0.7529278389747797,0.3922155649069179,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
0.323727378841393,0.0028291720819539345,0.0654465923604309,0.9894851476420714,0.9933993984365084,0.0399459426419764,0.107526540223457,0.9999999999999998,0.0,0.0,0.0,NAVIGATE,-1,0
0.3893711183712705,-0.04155555167819014,0.10310122556680348,0.9591334519020367,-0.6761455712001685,0.5736210867334004,-0.46236999837920983,0.9999999999999999,0.0,0.0,0.0,NAVIGATE,-1,0
0.6015082351737797,0.1450787147393956,0.06424136195146898,1.0521910573077675,0.8797812906608625,-0.1831827650015221,0.4386672488453002,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
0.8211483582059053,-0.026357334481266106,0.13327471114935335,0.9335071857341578,-0.780531566154635,0.31430208763718115,-0.5403560603371657,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
0.9801892520167577,0.07276662098033809,0.1622871955022839,1.0544481759296729,0.6232608047304644,0.18242153736532157,0.7604395781335987,0.9999999999999996,0.0,0.0,0.0,NAVIGATE,-1,0
1.0663359736329054,0.137061770239499,0.11311037549769629,1.0249688305979214,0.7463447018407384,-0.5708495817601684,-0.34219927094968744,0.9999999999999988,0.0,0.0,0.0,NAVIGATE,-1,0
1.1615028803630696,0.11869150243873758,0.17563542327519635,0.9556154471336851,-0.19303209941296512,0.657004098649369,-0.7287552558672592,1.0000000000000007,0.0,0.0,0.0,NAVIGATE,-1,0
1.2945408713039555,-0.005833855838272256,0.2117664582981096,0.9853995114591357,-0.9360135206216506,0.27158434043827173,0.22387638384200287,0.9999999999999999,0.0,0.0,0.0,NAVIGATE,-1,0
1.4217784750460303,0.10110461411745678,0.16428751926324978,1.0353927289758844,0.8404627783819754,-0.3731517856238874,0.3929122841553245,0.9999999999999997,0.0,0.0,0.0,NAVIGATE,-1,0
1.562420959814181,0.025115103122983207,0.20296608095617447,0.9235451916496344,-0.5403026768173386,0.27501335572026014,-0.7952613857088119,0.9999999999999997,0.0,0.0,0.0,NAVIGATE,-1,0
1.653382263912278,0.022403851582116413,0.2836421687185706,0.9654734258321372,-0.02980664764813454,0.8869275629051143,0.4609458340360358,1.000000000000001,0.0,0.0,0.0,NAVIGATE,-1,0
1.8056675537754208,0.15556895483807207,0.23831231177079146,1.0238092540393888,0.8744449537813516,-0.2976640553300757,0.38306935791157093,0.9999999999999998,0.0,0.0,0.0,NAVIGATE,-1,0
1.8822450908616986,0.09522398196657927,0.2701113568824169,0.989003734860272,-0.788024467325239,0.4152529099466639,-0.4545134317900871,1.0000000000000004,0.0,0.0,0.0,NAVIGATE,-1,0
2.0317436813949863,0.2017744109624182,0.36516074145922783,1.0333032737270804,0.7127186190569076,0.6357878307598293,0.2963207794052381,1.000000000000001,0.0,0.0,0.0,NAVIGATE,-1,0
2.1431707438184517,0.19086848140478038,0.2563924889018476,1.0549023055669724,-0.09787505225787163,-0.9761385626771641,0.19384009028082783,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
2.3949731541546164,0.19220239554796362,0.49849956091537767,0.985715311086823,0.005297463758994262,0.9614962449736242,-0.2747670063514581,0.9999999999999998,0.0,0.0,0.0,NAVIGATE,-1,0
2.546214886362227,0.12747442744256723,0.41474064822904766,1.0937375136736482,-0.4279769026748767,-0.5538082079842453,0.7142354230546787,0.9999999999999989,0.0,0.0,0.0,NAVIGATE,-1,0
2.657390295352184,0.2315999664995211,0.3998599807404977,1.0577318277993564,0.9365878659943603,-0.1338485517952464,-0.32386375909392423,1.0000000000000009,0.0,0.0,0.0,NAVIGATE,-1,0
2.757277693988516,0.25897459905864517,0.43532061392015714,0.9684532447400125,0.27405491516291264,0.35500607347643204,-0.8937922528585145,1.0000000000000018,0.0,0.0,0.0,NAVIGATE,-1,0
2.9323825156517818,0.13535314788850958,0.4025255815088739,1.0880522465312346,-0.7059854205949005,-0.1872880032644078,0.6830137551621298,1.0000000000000007,0.0,0.0,0.0,NAVIGATE,-1,0
3.0305748853240573,0.17597360174148105,0.4908549283077816,1.101823473227276,0.41368238681422315,0.8995540803599464,0.14024742189239334,1.0000000000000022,0.0,0.0,0.0,NAVIGATE,-1,0
3.1591835149059357,0.26684325407047005,0.506210703996945,1.012117921328179,0.7065595257831201,0.11939926379036005,-0.697508030298901,1.0,0.0,0.0,0.0,NAVIGATE,-1,0
3.2459703344277013,0.19250817474807952,0.475457656277728,1.0446832108373627,-0.8565249853838435,-0.354351592657504,0.375233125129289,0.9999999999999978,0.0,0.0,0.0,NAVIGATE,-1,0
3.347781633919433,0.21451289547682928,0.5516717777843182,0.9808651831898124,0.2161324021852491,0.7485821503808605,-0.6268265699990717,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
3.4195410499733763,0.27805209379723006,0.5185237946266781,0.9845251397174997,0.8854475386566232,-0.46193217532207775,0.05100315371763842,1.000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
3.4983122851791366,0.21327358400785673,0.5607162991821502,0.969410751716467,-0.8223624984445621,0.5356334002540389,-0.19187699623539012,1.0000000000000009,0.0,0.0,0.0,NAVIGATE,-1,0
3.6796153222297683,0.37893323175931826,0.63043404849084,0.9455967268156847,0.91371689325424,0.38453712879183616,-0.131349288396817,0.9999999999999998,0.0,0.0,0.0,NAVIGATE,-1,0
3.8757056956790263,0.23717878192718198,0.6787757458495941,1.0721676192385974,-0.7229036659916291,0.24652764186439496,0.6454722391339887,1.0000000000000007,0.0,0.0,0.0,NAVIGATE,-1,0
3.9380111481968862,0.1991604117697825,0.6702892177633604,1.02354096209386,-0.6101933076643892,-0.13620843350429188,-0.7804558859563452,1.0000000000000022,0.0,0.0,0.0,NAVIGATE,-1,0
4.075224257066107,0.29153760306168636,0.6370088507887766,1.1193861964491088,0.6732388184568415,-0.24254509826975623,0.6985136853549474,1.0,0.0,0.0,0.0,NAVIGATE,-1,0
4.149016622639429,0.34980926873616586,0.6803926131550105,1.106441106284155,0.7896706552465598,0.5879166771408931,-0.17542587318319525,1.0000000000000033,0.0,0.0,0.0,NAVIGATE,-1,0
4.26072918002241,0.28635128538006727,0.6746933863784935,1.014678921046593,-0.5680470024381206,-0.0510168857470387,-0.8214133432016671,1.0000000000000002,0.0,0.0,0.0,NAVIGATE,-1,0
4.34019934410873,0.252159920836831,0.6117519553726701,0.9802575057137317,-0.4302415244304484,-0.7920133515448213,-0.43313633145985225,0.9999999999999979,0.0,0.0,0.0,NAVIGATE,-1,0
4.556941974666572,0.3215957321163767,0.6122264803883012,1.1855763086497852,0.3203606558656009,0.002189347865760171,0.9472931209131039,1.0000000000000018,0.0,0.0,0.0,NAVIGATE,-1,0
4.723856164480349,0.3713021899479906,0.7668362001488951,1.1470347808314139,0.297796477861291,0.9262826601686094,-0.23090623907632632,0.9999999999999997,0.0,0.0,0.0,NAVIGATE,-1,0
4.891448678924011,0.34817696014390953,0.6041786816578838,1.1139439010848182,-0.1379848609637924,-0.970553601579207,-0.1974484353101553,0.9999999999999979,0.0,0.0,0.0,NAVIGATE,-1,0
5.124667880006186,0.3091699962000472,0.820675312871783,1.191396216675271,-0.16725451319129678,0.9282967706317474,0.3321009386493968,0.9999999999999996,0.0,0.0,0.0,NAVIGATE,-1,0
5.255513098205332,0.30181824705970134,0.7159197888144484,1.1133404475762931,-0.056186609197720096,-0.8006064378898164,-0.5965504140944365,1.0000000000000007,0.0,0.0,0.0,NAVIGATE,-1,0
5.301366381885112,0.31750806826539457,0.7512775627866802,1.0887197052137998,0.34217442997680486,0.7711066936701002,-0.5369461113065438,1.0000000000000022,0.0,0.0,0.0,NAVIGATE,-1,0
5.4350462156410035,0.4050048975082132,0.7688797165245204,1.188242401164248,0.6545252697021876,0.13167396490021696,0.74448548561321,1.000000000000001,0.0,0.0,0.0,NAVIGATE,-1,0
5.597395406472032,0.3662134333399981,0.7707284079371979,1.0306065409951977,-0.23893845093807073,0.011387130439113928,-0.9709679448486851,1.0000000000000007,0.0,0.0,0.0,NAVIGATE,-1,0
5.7473898722292285,0.3817064686094978,0.8083588988933547,1.1749749993450864,0.10329071270255402,0.2508791958836072,0.9624919000917334,1.000000000000001,0.0,0.0,0.0,NAVIGATE,-1,0
5.85978886863204,0.44988399849568594,0.7678486497208844,1.0953240199225982,0.6065670697081306,-0.36041468757684497,-0.7086449343109598,1.0000000000000036,0.0,0.0,0.0,NAVIGATE,-1,0
5.945565494077727,0.3995737071533815,0.8366358725073447,1.0855863590521393,-0.5865268198754253,0.8019343548320811,-0.11352347821872141,1.000000000000001,0.0,0.0,0.0,NAVIGATE,-1,0
6.014060511412518,0.34042557408208174,0.8177796630623695,1.114526108865163,-0.8635392087309747,-0.27529315530806553,0.42250883259977295,1.0000000000000058,0.0,0.0,0.0,NAVIGATE,-1,0
6.084373751422508,0.2946924453934282,0.870728113716562,1.1075336676340903,-0.6504198737272853,0.7530367061263314,-0.09944700642552202,1.000000000000005,0.0,0.0,0.0,NAVIGATE,-1,0
6.1882717184172735,0.30197962157781905,0.9544500423562515,1.1686264108508897,0.07013781304073012,0.8058091131264116,0.5880071091273328,0.9999999999999967,0.0,0.0,0.0,NAVIGATE,-1,0
6.334719659826415,0.39914093053048816,0.9195380085982237,1.064761934322783,0.6634528831048795,-0.23839211000236504,-0.7092245580832973,1.0000000000000024,0.0,0.0,0.0,NAVIGATE,-1,0
6.441632931869038,0.45482692325585816,0.9645078910966755,1.1441799903373038,0.5208520108071282,0.42062020588541577,0.7428269147244774,1.0000000000000022,0.0,0.0,0.0,NAVIGATE,-1,0
6.48092607506788,0.427297695180927,0.9579045401988816,1.171428631789012,-0.700611502002277,-0.1680535167262584,0.6934706473803101,1.0000000000000078,0.0,0.0,0.0,NAVIGATE,-1,0
6.549779512483873,0.37117090528678587,0.9360055823766223,1.1380967409564182,-0.8151632220631031,-0.31805177263630185,-0.48409915442872975,1.0000000000000024,0.0,0.0,0.0,NAVIGATE,-1,0
6.7479784975855654,0.5014193852681638,1.0847836519741603,1.1516339919591807,0.6571601762468651,0.7506500072197776,0.06830131342911148,1.0000000000000022,0.0,0.0,0.0,NAVIGATE,-1,0
6.972596080647004,0.41214099043803065,0.9043673199566248,1.2512952882494432,-0.3974684154878171,-0.8032155344142721,0.4436932092845229,1.0,0.0,0.0,0.0,NAVIGATE,-1,0
7.116469818588277,0.40606117257701235,1.0049658150689615,1.1486179730084236,-0.04225801003029475,0.6992137449949324,-0.7136626649884578,0.9999999999999932,0.0,0.0,0.0,NAVIGATE,-1,0
7.166954376293784,0.44667912505672136,0.9955327398038257,1.1770765322502241,0.8045619160743457,-0.18685070631225378,0.5637082017794103,0.9999999999999934,0.0,0.0,0.0,NAVIGATE,-1,0
7.2651409439437815,0.5328579494808271,1.036523972014348,1.1539782385983108,0.8777048275208557,0.41748309561693253,-0.2352490183204191,1.0000000000000162,0.0,0.0,0.0,NAVIGATE,-1,0
7.3588668658560925,0.5019694171452602,0.9661244412657802,1.2075912321618922,-0.32956232070425373,-0.7511212406577641,0.5720188446238081,0.9999999999999942,0.0,0.0,0.0,NAVIGATE,-1,0
7.543980754179844,0.46860694503997136,1.1408264668054513,1.1562755486168155,-0.18022673721239188,0.9437542861945019,-0.27721141838547025,1.0000000000000013,0.0,0.0,0.0,NAVIGATE,-1,0
